"IRESTAURANT","SHIFTDATE","CREATETIME","STARTTIME","CLOSETIME","SHIFTLOADDATETIME","PROC_DATE"
"519","2023-04-20 00:00:00.000","2023-04-19 21:26:10.000","2023-04-20 13:56:28.000","2023-04-20 21:58:10.000","2023-04-20 21:58:34.000","2023-04-21 11:30:46.357"
"523","2023-04-20 00:00:00.000","2023-04-19 21:57:42.000","2023-04-20 12:11:52.000","2023-04-20 22:18:36.000","2023-04-20 22:20:44.000","2023-04-21 11:30:46.357"
"527","2023-04-20 00:00:00.000","2023-04-19 21:41:41.000","2023-04-20 19:44:05.000","2023-04-20 21:21:12.000","2023-04-20 21:25:04.000","2023-04-21 11:30:46.357"
"525","2023-04-20 00:00:00.000","2023-04-19 21:41:45.000","2023-04-20 12:24:53.000","2023-04-20 21:31:57.000","2023-04-20 21:32:14.000","2023-04-21 11:30:46.357"
"528","2023-04-20 00:00:00.000","2023-04-19 22:35:09.000","2023-04-20 12:26:27.000","2023-04-20 22:17:25.000","2023-04-20 22:21:48.000","2023-04-21 11:30:46.357"
"530","2023-04-20 00:00:00.000","2023-04-19 21:19:06.000","2023-04-20 12:47:58.000","2023-04-20 21:01:09.000","2023-04-20 21:04:15.000","2023-04-21 11:30:46.357"
"176","2023-04-20 00:00:00.000","2023-04-19 22:14:02.000","2023-04-20 14:07:08.000","2023-04-20 22:20:17.000","2023-04-20 22:25:24.000","2023-04-21 11:30:46.357"
"292","2023-04-20 00:00:00.000","2023-04-19 22:19:01.000","2023-04-20 13:13:46.000","2023-04-20 21:50:54.000","2023-04-20 21:52:45.000","2023-04-21 11:30:46.357"
"536","2023-04-20 00:00:00.000","2023-04-19 21:58:24.000","2023-04-20 13:17:10.000","2023-04-20 22:12:16.000","2023-04-20 22:13:38.000","2023-04-21 11:30:46.357"
"535","2023-04-20 00:00:00.000","2023-04-19 22:02:20.000","2023-04-20 11:41:07.000","2023-04-20 22:03:17.000","2023-04-20 22:04:53.000","2023-04-21 11:30:46.357"
"534","2023-04-20 00:00:00.000","2023-04-19 22:30:44.000","2023-04-20 14:05:59.000","2023-04-20 22:09:15.000","2023-04-20 22:13:08.000","2023-04-21 11:30:46.357"
"537","2023-04-20 00:00:00.000","2023-04-19 21:43:42.000","2023-04-20 13:46:04.000","2023-04-20 22:03:17.000","2023-04-20 22:07:45.000","2023-04-21 11:30:46.357"
"540","2023-04-20 00:00:00.000","2023-04-19 21:31:04.000","2023-04-20 10:15:13.000","2023-04-20 21:22:21.000","2023-04-20 21:24:24.000","2023-04-21 11:30:46.357"
"538","2023-04-20 00:00:00.000","2023-04-19 21:59:00.000","2023-04-20 12:33:45.000","2023-04-20 21:47:02.000","2023-04-20 21:49:13.000","2023-04-21 11:30:46.357"
"542","2023-04-20 00:00:00.000","2023-04-19 21:28:07.000","2023-04-20 20:09:30.000","2023-04-20 22:00:17.000","2023-04-20 22:02:07.000","2023-04-21 11:30:46.357"
"23","2023-04-20 00:00:00.000","2023-04-19 22:32:31.000","2023-04-20 12:44:17.000","2023-04-20 22:40:08.000","2023-04-20 22:42:54.000","2023-04-21 11:30:46.357"
"422","2023-04-20 00:00:00.000","2023-04-19 22:21:27.000","2023-04-20 12:12:57.000","2023-04-20 22:32:44.000","2023-04-20 22:35:48.000","2023-04-21 11:30:46.357"
"546","2023-04-20 00:00:00.000","2023-04-19 21:31:01.000","2023-04-20 13:06:52.000","2023-04-20 21:47:58.000","2023-04-20 21:51:07.000","2023-04-21 11:30:46.357"
"547","2023-04-20 00:00:00.000","2023-04-19 22:16:31.000","2023-04-20 12:49:57.000","2023-04-20 21:59:39.000","2023-04-20 22:00:23.000","2023-04-21 11:30:46.357"
"541","2023-04-20 00:00:00.000","2023-04-19 22:07:08.000","2023-04-20 13:31:45.000","2023-04-20 21:44:29.000","2023-04-20 21:46:50.000","2023-04-21 11:30:46.357"
"320","2023-04-20 00:00:00.000","2023-04-19 21:57:27.000","2023-04-20 13:22:06.000","2023-04-20 22:09:35.000","2023-04-20 22:13:34.000","2023-04-21 11:30:46.357"
"559","2023-04-20 00:00:00.000","2023-04-19 21:55:55.000","2023-04-20 09:33:30.000","2023-04-20 22:07:51.000","2023-04-21 08:30:43.000","2023-04-21 11:30:46.357"
"563","2023-04-20 00:00:00.000","2023-04-19 20:51:03.000","2023-04-20 20:23:12.000","2023-04-20 21:00:12.000","2023-04-20 21:00:16.000","2023-04-21 11:30:46.357"
"564","2023-04-20 00:00:00.000","2023-04-19 22:25:26.000","2023-04-20 13:08:00.000","2023-04-20 22:47:49.000","2023-04-20 22:50:57.000","2023-04-21 11:30:46.357"
"493","2023-04-20 00:00:00.000","2023-04-19 22:31:44.000","2023-04-20 11:46:55.000","2023-04-20 22:12:01.000","2023-04-21 08:38:05.000","2023-04-21 11:30:46.357"
"570","2023-04-20 00:00:00.000","2023-04-19 22:07:03.000","2023-04-20 13:43:10.000","2023-04-20 21:11:15.000","2023-04-20 21:12:54.000","2023-04-21 11:30:46.357"
"575","2023-04-20 00:00:00.000","2023-04-19 22:00:18.000","2023-04-20 11:14:54.000","2023-04-20 22:04:24.000","2023-04-20 22:06:39.000","2023-04-21 11:30:46.357"
"141","2023-04-20 00:00:00.000","2023-04-19 21:37:50.000","2023-04-20 13:00:36.000","2023-04-20 21:45:39.000","2023-04-20 21:46:52.000","2023-04-21 11:30:46.357"
"581","2023-04-20 00:00:00.000","2023-04-19 22:04:59.000","2023-04-20 13:14:38.000","2023-04-20 22:11:46.000","2023-04-20 22:13:42.000","2023-04-21 11:30:46.357"
"583","2023-04-20 00:00:00.000","2023-04-19 22:14:04.000","2023-04-20 13:40:04.000","2023-04-20 22:03:43.000","2023-04-20 22:08:22.000","2023-04-21 11:30:46.357"
"584","2023-04-20 00:00:00.000","2023-04-19 22:04:57.000","2023-04-20 13:02:15.000","2023-04-20 22:18:57.000","2023-04-20 22:21:14.000","2023-04-21 11:30:46.357"
"589","2023-04-20 00:00:00.000","2023-04-19 21:09:25.000","2023-04-20 05:52:03.000","2023-04-20 21:23:26.000","2023-04-20 21:29:24.000","2023-04-21 11:30:46.357"
"590","2023-04-20 00:00:00.000","2023-04-19 22:03:50.000","2023-04-20 05:55:28.000","2023-04-20 21:58:53.000","2023-04-20 22:09:25.000","2023-04-21 11:30:46.357"
"587","2023-04-20 00:00:00.000","2023-04-19 21:10:04.000","2023-04-20 06:41:55.000","2023-04-20 21:24:46.000","2023-04-20 21:26:15.000","2023-04-21 11:30:46.357"
"593","2023-04-20 00:00:00.000","2023-04-19 22:44:02.000","2023-04-20 12:28:28.000","2023-04-20 21:57:26.000","2023-04-20 21:57:44.000","2023-04-21 11:30:46.357"
"588","2023-04-20 00:00:00.000","2023-04-19 19:47:10.000","2023-04-20 06:38:49.000","2023-04-20 18:53:18.000","2023-04-20 18:59:21.000","2023-04-21 11:30:46.357"
"597","2023-04-20 00:00:00.000","2023-04-19 23:03:08.000","2023-04-20 09:41:10.000","2023-04-20 23:15:40.000","2023-04-21 08:43:47.000","2023-04-21 11:30:46.357"
"554","2023-04-20 00:00:00.000","2023-04-19 22:07:07.000","2023-04-20 12:42:12.000","2023-04-20 21:54:02.000","2023-04-20 21:57:41.000","2023-04-21 11:30:46.357"
"603","2023-04-20 00:00:00.000","2023-04-19 21:38:00.000","2023-04-20 13:50:08.000","2023-04-20 22:14:28.000","2023-04-20 22:15:02.000","2023-04-21 11:30:46.357"
"602","2023-04-20 00:00:00.000","2023-04-19 21:56:42.000","2023-04-20 12:59:44.000","2023-04-20 21:48:02.000","2023-04-20 21:50:49.000","2023-04-21 11:30:46.357"
"601","2023-04-20 00:00:00.000","2023-04-19 21:54:18.000","2023-04-20 20:28:32.000","2023-04-20 21:40:14.000","2023-04-20 21:47:16.000","2023-04-21 11:30:46.357"
"607","2023-04-20 00:00:00.000","2023-04-19 22:01:59.000","2023-04-20 12:26:47.000","2023-04-20 22:02:38.000","2023-04-20 22:05:54.000","2023-04-21 11:30:46.357"
"608","2023-04-20 00:00:00.000","2023-04-19 22:05:23.000","2023-04-20 13:37:15.000","2023-04-20 22:16:33.000","2023-04-20 22:17:17.000","2023-04-21 11:30:46.357"
"612","2023-04-20 00:00:00.000","2023-04-19 22:45:35.000","2023-04-20 21:25:45.000","2023-04-20 22:42:26.000","2023-04-20 22:46:47.000","2023-04-21 11:30:46.357"
"615","2023-04-20 00:00:00.000","2023-04-19 21:36:01.000","2023-04-20 15:29:35.000","2023-04-20 22:30:47.000","2023-04-20 22:31:47.000","2023-04-21 11:30:46.357"
"616","2023-04-20 00:00:00.000","2023-04-19 21:29:22.000","2023-04-20 12:38:10.000","2023-04-20 21:19:24.000","2023-04-20 21:23:55.000","2023-04-21 11:30:46.357"
"617","2023-04-20 00:00:00.000","2023-04-19 22:13:42.000","2023-04-20 13:13:10.000","2023-04-20 22:21:04.000","2023-04-20 22:24:08.000","2023-04-21 11:30:46.357"
"618","2023-04-20 00:00:00.000","2023-04-19 22:04:03.000","2023-04-20 12:48:59.000","2023-04-20 22:00:35.000","2023-04-20 22:03:11.000","2023-04-21 11:30:46.357"
"620","2023-04-20 00:00:00.000","2023-04-19 21:21:13.000","2023-04-20 12:35:58.000","2023-04-20 22:05:31.000","2023-04-20 22:08:45.000","2023-04-21 11:30:46.357"
"619","2023-04-20 00:00:00.000","2023-04-19 22:06:02.000","2023-04-20 20:21:46.000","2023-04-20 21:45:07.000","2023-04-20 21:49:39.000","2023-04-21 11:30:46.357"
"633","2023-04-20 00:00:00.000","2023-04-19 22:07:20.000","2023-04-20 13:26:00.000","2023-04-20 21:54:53.000","2023-04-20 21:59:51.000","2023-04-21 11:30:46.357"
"631","2023-04-20 00:00:00.000","2023-04-19 23:11:40.000","2023-04-20 13:38:08.000","2023-04-20 22:19:31.000","2023-04-20 22:21:54.000","2023-04-21 11:30:46.357"
"634","2023-04-20 00:00:00.000","2023-04-19 21:43:48.000","2023-04-20 13:17:10.000","2023-04-20 22:21:21.000","2023-04-20 22:26:05.000","2023-04-21 11:30:46.357"
"3","2023-04-20 00:00:00.000","2023-04-19 22:28:40.000","2023-04-20 12:49:55.000","2023-04-20 21:50:50.000","2023-04-20 21:54:02.000","2023-04-21 11:30:46.357"
"637","2023-04-20 00:00:00.000","2023-04-19 21:38:55.000","2023-04-20 11:56:21.000","2023-04-20 21:38:39.000","2023-04-20 21:39:44.000","2023-04-21 11:30:46.357"
"641","2023-04-20 00:00:00.000","2023-04-19 21:44:37.000","2023-04-20 13:47:56.000","2023-04-20 22:30:35.000","2023-04-20 22:41:01.000","2023-04-21 11:30:46.357"
"640","2023-04-20 00:00:00.000","2023-04-19 21:47:29.000","2023-04-20 19:31:10.000","2023-04-20 21:58:34.000","2023-04-20 22:01:17.000","2023-04-21 11:30:46.357"
"642","2023-04-20 00:00:00.000","2023-04-19 22:47:25.000","2023-04-20 10:39:18.000","2023-04-20 22:16:52.000","2023-04-20 22:21:03.000","2023-04-21 11:30:46.357"
"638","2023-04-20 00:00:00.000","2023-04-19 22:09:00.000","2023-04-20 18:58:55.000","2023-04-20 21:27:06.000","2023-04-20 21:32:10.000","2023-04-21 11:30:46.357"
"639","2023-04-20 00:00:00.000","2023-04-19 21:08:18.000","2023-04-20 12:33:47.000","2023-04-20 22:00:37.000","2023-04-20 22:01:21.000","2023-04-21 11:30:46.357"
"647","2023-04-20 00:00:00.000","2023-04-19 21:46:37.000","2023-04-20 13:54:47.000","2023-04-20 21:30:40.000","2023-04-20 21:34:00.000","2023-04-21 11:30:46.357"
"632","2023-04-20 00:00:00.000","2023-04-19 21:47:09.000","2023-04-20 21:05:34.000","2023-04-20 22:14:13.000","2023-04-20 22:17:37.000","2023-04-21 11:30:46.357"
"648","2023-04-20 00:00:00.000","2023-04-19 22:00:33.000","2023-04-20 20:03:17.000","2023-04-20 22:09:24.000","2023-04-20 22:09:36.000","2023-04-21 11:30:46.357"
"650","2023-04-20 00:00:00.000","2023-04-19 22:20:48.000","2023-04-20 13:11:20.000","2023-04-20 21:31:17.000","2023-04-20 21:32:34.000","2023-04-21 11:30:46.357"
"649","2023-04-20 00:00:00.000","2023-04-19 21:53:47.000","2023-04-20 14:08:40.000","2023-04-20 22:08:45.000","2023-04-20 22:11:22.000","2023-04-21 11:30:46.357"
"652","2023-04-20 00:00:00.000","2023-04-19 22:01:33.000","2023-04-20 13:34:13.000","2023-04-20 22:26:36.000","2023-04-20 22:28:09.000","2023-04-21 11:30:46.357"
"464","2023-04-20 00:00:00.000","2023-04-19 21:30:45.000","2023-04-20 20:11:47.000","2023-04-20 22:11:26.000","2023-04-20 22:13:04.000","2023-04-21 11:30:46.357"
"653","2023-04-20 00:00:00.000","2023-04-20 09:05:51.000","2023-04-20 17:04:57.000","2023-04-20 22:05:05.000","2023-04-20 22:07:26.000","2023-04-21 11:30:46.357"
"659","2023-04-20 00:00:00.000","2023-04-20 09:05:52.000","2023-04-20 13:09:54.000","2023-04-20 22:10:08.000","2023-04-20 22:11:14.000","2023-04-21 11:30:46.357"
"658","2023-04-20 00:00:00.000","2023-04-19 21:46:38.000","2023-04-20 19:51:34.000","2023-04-20 22:02:28.000","2023-04-20 22:07:31.000","2023-04-21 11:30:46.357"
"337","2023-04-20 00:00:00.000","2023-04-19 21:44:44.000","2023-04-20 12:52:11.000","2023-04-20 21:41:12.000","2023-04-20 21:49:52.000","2023-04-21 05:30:46.977"
"340","2023-04-20 00:00:00.000","2023-04-19 22:19:37.000","2023-04-20 12:52:11.000","2023-04-20 22:17:26.000","2023-04-20 22:19:14.000","2023-04-21 05:30:46.977"
"338","2023-04-20 00:00:00.000","2023-04-19 22:07:02.000","2023-04-20 11:50:23.000","2023-04-20 21:35:54.000","2023-04-20 21:45:55.000","2023-04-21 05:30:46.977"
"339","2023-04-20 00:00:00.000","2023-04-19 21:30:06.000","2023-04-20 12:29:04.000","2023-04-20 21:28:33.000","2023-04-20 21:43:47.000","2023-04-21 05:30:46.977"
"403","2023-04-20 00:00:00.000","2023-04-19 21:21:49.000","2023-04-20 09:13:19.000","2023-04-20 21:28:08.000","2023-04-20 21:43:43.000","2023-04-21 05:30:46.977"
"407","2023-04-20 00:00:00.000","2023-04-19 21:56:19.000","2023-04-20 13:02:44.000","2023-04-20 21:53:54.000","2023-04-20 21:58:05.000","2023-04-21 05:30:46.977"
"238","2023-04-20 00:00:00.000","2023-04-19 23:04:07.000","2023-04-20 12:30:12.000","2023-04-20 21:52:11.000","2023-04-20 21:54:29.000","2023-04-21 05:30:46.977"
"83","2023-04-20 00:00:00.000","2023-04-19 21:15:25.000","2023-04-20 12:25:45.000","2023-04-20 22:33:26.000","2023-04-20 22:38:23.000","2023-04-21 05:30:46.977"
"425","2023-04-20 00:00:00.000","2023-04-19 22:46:08.000","2023-04-20 12:06:55.000","2023-04-20 22:38:25.000","2023-04-20 22:39:01.000","2023-04-21 05:30:46.977"
"36","2023-04-20 00:00:00.000","2023-04-19 21:46:03.000","2023-04-20 12:33:14.000","2023-04-20 21:49:55.000","2023-04-20 21:53:55.000","2023-04-21 05:30:46.977"
"105","2023-04-20 00:00:00.000","2023-04-19 22:24:26.000","2023-04-20 11:53:24.000","2023-04-20 22:11:22.000","2023-04-20 22:14:02.000","2023-04-21 05:30:46.977"
"244","2023-04-20 00:00:00.000","2023-04-19 21:15:59.000","2023-04-20 11:55:59.000","2023-04-20 21:13:36.000","2023-04-20 21:14:41.000","2023-04-21 05:30:46.977"
"38","2023-04-20 00:00:00.000","2023-04-19 21:44:01.000","2023-04-20 12:14:32.000","2023-04-20 21:45:18.000","2023-04-20 21:50:35.000","2023-04-21 05:30:46.977"
"274","2023-04-20 00:00:00.000","2023-04-19 21:06:28.000","2023-04-20 12:56:30.000","2023-04-20 22:27:35.000","2023-04-20 22:31:42.000","2023-04-21 05:30:46.977"
"341","2023-04-20 00:00:00.000","2023-04-19 21:40:54.000","2023-04-20 12:54:18.000","2023-04-20 21:55:22.000","2023-04-20 21:58:20.000","2023-04-21 05:30:46.977"
"44","2023-04-20 00:00:00.000","2023-04-19 22:30:57.000","2023-04-20 11:31:25.000","2023-04-20 21:33:57.000","2023-04-20 21:46:16.000","2023-04-21 05:30:46.977"
"128","2023-04-20 00:00:00.000","2023-04-19 21:52:30.000","2023-04-20 11:54:53.000","2023-04-20 21:33:42.000","2023-04-20 21:46:36.000","2023-04-21 05:30:46.977"
"190","2023-04-20 00:00:00.000","2023-04-19 21:45:25.000","2023-04-20 12:02:35.000","2023-04-20 21:28:57.000","2023-04-20 21:44:37.000","2023-04-21 05:30:46.977"
"43","2023-04-20 00:00:00.000","2023-04-19 21:40:24.000","2023-04-20 12:23:03.000","2023-04-20 21:41:47.000","2023-04-20 21:49:04.000","2023-04-21 05:30:46.977"
"41","2023-04-20 00:00:00.000","2023-04-19 21:32:05.000","2023-04-20 12:15:34.000","2023-04-20 21:57:57.000","2023-04-20 22:00:59.000","2023-04-21 05:30:46.977"
"447","2023-04-20 00:00:00.000","2023-04-19 22:44:06.000","2023-04-20 12:26:20.000","2023-04-20 22:28:41.000","2023-04-20 22:31:12.000","2023-04-21 05:30:46.977"
"333","2023-04-20 00:00:00.000","2023-04-19 22:23:23.000","2023-04-20 13:23:07.000","2023-04-20 22:54:37.000","2023-04-20 22:59:25.000","2023-04-21 05:30:46.977"
"245","2023-04-20 00:00:00.000","2023-04-19 21:18:18.000","2023-04-20 11:47:30.000","2023-04-20 22:24:09.000","2023-04-20 22:26:03.000","2023-04-21 05:30:46.977"
"173","2023-04-20 00:00:00.000","2023-04-19 22:55:41.000","2023-04-20 12:25:57.000","2023-04-20 23:32:24.000","2023-04-20 23:37:20.000","2023-04-21 05:30:46.977"
"451","2023-04-20 00:00:00.000","2023-04-19 22:02:57.000","2023-04-20 13:00:26.000","2023-04-20 22:17:00.000","2023-04-20 22:22:03.000","2023-04-21 05:30:46.977"
"311","2023-04-20 00:00:00.000","2023-04-19 21:47:48.000","2023-04-20 11:27:28.000","2023-04-20 21:36:39.000","2023-04-20 21:48:19.000","2023-04-21 05:30:46.977"
"388","2023-04-20 00:00:00.000","2023-04-19 21:50:24.000","2023-04-20 12:47:29.000","2023-04-20 21:30:09.000","2023-04-20 21:44:42.000","2023-04-21 05:30:46.977"
"42","2023-04-20 00:00:00.000","2023-04-19 21:46:44.000","2023-04-20 12:27:41.000","2023-04-20 22:09:22.000","2023-04-20 22:10:35.000","2023-04-21 05:30:46.977"
"380","2023-04-20 00:00:00.000","2023-04-19 21:39:18.000","2023-04-20 12:22:10.000","2023-04-20 21:59:49.000","2023-04-20 22:04:29.000","2023-04-21 05:30:46.977"
"85","2023-04-20 00:00:00.000","2023-04-19 21:21:52.000","2023-04-20 11:12:00.000","2023-04-20 21:53:05.000","2023-04-20 21:56:18.000","2023-04-21 05:30:46.977"
"283","2023-04-20 00:00:00.000","2023-04-19 21:49:34.000","2023-04-20 12:28:03.000","2023-04-20 22:05:51.000","2023-04-20 22:07:26.000","2023-04-21 05:30:46.977"
"80","2023-04-20 00:00:00.000","2023-04-19 22:11:02.000","2023-04-20 10:58:58.000","2023-04-20 22:27:43.000","2023-04-20 22:29:58.000","2023-04-21 05:30:46.977"
"221","2023-04-20 00:00:00.000","2023-04-19 22:00:51.000","2023-04-20 11:02:29.000","2023-04-20 21:30:05.000","2023-04-20 21:44:16.000","2023-04-21 05:30:46.977"
"389","2023-04-20 00:00:00.000","2023-04-19 22:52:52.000","2023-04-20 10:19:58.000","2023-04-20 22:50:41.000","2023-04-20 22:51:25.000","2023-04-21 05:30:46.977"
"343","2023-04-20 00:00:00.000","2023-04-19 22:09:57.000","2023-04-20 12:18:17.000","2023-04-20 21:58:18.000","2023-04-20 22:00:31.000","2023-04-21 05:30:46.977"
"342","2023-04-20 00:00:00.000","2023-04-19 21:50:52.000","2023-04-20 12:46:29.000","2023-04-20 21:47:35.000","2023-04-20 21:51:18.000","2023-04-21 05:30:46.977"
"309","2023-04-20 00:00:00.000","2023-04-19 21:54:55.000","2023-04-20 11:54:15.000","2023-04-20 22:10:34.000","2023-04-20 22:14:09.000","2023-04-21 05:30:46.977"
"371","2023-04-20 00:00:00.000","2023-04-19 22:56:55.000","2023-04-20 12:09:36.000","2023-04-20 22:31:40.000","2023-04-20 22:35:04.000","2023-04-21 05:30:46.977"
"361","2023-04-20 00:00:00.000","2023-04-19 21:05:54.000","2023-04-20 12:58:35.000","2023-04-20 21:49:07.000","2023-04-20 21:54:20.000","2023-04-21 05:30:46.977"
"452","2023-04-20 00:00:00.000","2023-04-19 21:33:26.000","2023-04-20 12:10:13.000","2023-04-20 21:51:45.000","2023-04-20 21:52:37.000","2023-04-21 05:30:46.977"
"241","2023-04-20 00:00:00.000","2023-04-19 21:37:05.000","2023-04-20 13:06:22.000","2023-04-20 21:45:32.000","2023-04-20 21:50:15.000","2023-04-21 05:30:46.977"
"214","2023-04-20 00:00:00.000","2023-04-19 21:56:04.000","2023-04-20 16:20:34.000","2023-04-20 21:40:18.000","2023-04-20 21:49:09.000","2023-04-21 05:30:46.977"
"50","2023-04-20 00:00:00.000","2023-04-19 22:07:21.000","2023-04-20 12:34:31.000","2023-04-20 22:08:35.000","2023-04-20 22:12:57.000","2023-04-21 05:30:46.977"
"321","2023-04-20 00:00:00.000","2023-04-19 21:41:10.000","2023-04-20 15:32:58.000","2023-04-20 21:43:03.000","2023-04-20 21:49:47.000","2023-04-21 05:30:46.977"
"49","2023-04-20 00:00:00.000","2023-04-19 23:39:13.000","2023-04-20 12:36:57.000","2023-04-20 22:38:53.000","2023-04-20 22:40:15.000","2023-04-21 05:30:46.977"
"276","2023-04-20 00:00:00.000","2023-04-19 22:18:14.000","2023-04-20 11:52:15.000","2023-04-20 22:30:12.000","2023-04-20 22:36:38.000","2023-04-21 05:30:46.977"
"178","2023-04-20 00:00:00.000","2023-04-19 21:49:47.000","2023-04-20 13:26:04.000","2023-04-20 21:51:28.000","2023-04-20 21:53:28.000","2023-04-21 05:30:46.977"
"147","2023-04-20 00:00:00.000","2023-04-19 21:40:24.000","2023-04-20 12:57:08.000","2023-04-20 22:09:27.000","2023-04-20 22:12:28.000","2023-04-21 05:30:46.977"
"446","2023-04-20 00:00:00.000","2023-04-19 21:30:01.000","2023-04-20 12:58:34.000","2023-04-20 21:54:18.000","2023-04-20 21:57:15.000","2023-04-21 05:30:46.977"
"344","2023-04-20 00:00:00.000","2023-04-19 21:51:44.000","2023-04-20 12:48:33.000","2023-04-20 21:35:18.000","2023-04-20 21:45:51.000","2023-04-21 05:30:46.977"
"347","2023-04-20 00:00:00.000","2023-04-19 22:08:25.000","2023-04-20 13:50:35.000","2023-04-20 22:03:18.000","2023-04-20 22:07:22.000","2023-04-21 05:30:46.977"
"381","2023-04-20 00:00:00.000","2023-04-19 21:20:08.000","2023-04-20 12:04:00.000","2023-04-20 21:21:50.000","2023-04-20 21:42:14.000","2023-04-21 05:30:46.977"
"430","2023-04-20 00:00:00.000","2023-04-19 21:30:15.000","2023-04-20 11:47:24.000","2023-04-20 22:18:35.000","2023-04-20 22:22:41.000","2023-04-21 05:30:46.977"
"330","2023-04-20 00:00:00.000","2023-04-19 22:29:51.000","2023-04-20 12:43:24.000","2023-04-20 22:03:25.000","2023-04-20 22:05:46.000","2023-04-21 05:30:46.977"
"406","2023-04-20 00:00:00.000","2023-04-19 22:10:51.000","2023-04-20 11:21:15.000","2023-04-20 21:36:11.000","2023-04-20 21:47:27.000","2023-04-21 05:30:46.977"
"281","2023-04-20 00:00:00.000","2023-04-19 21:32:36.000","2023-04-20 13:00:59.000","2023-04-20 21:33:28.000","2023-04-20 21:45:32.000","2023-04-21 05:30:46.977"
"182","2023-04-20 00:00:00.000","2023-04-19 21:46:14.000","2023-04-20 11:36:00.000","2023-04-20 22:06:31.000","2023-04-20 22:10:22.000","2023-04-21 05:30:46.977"
"152","2023-04-20 00:00:00.000","2023-04-19 22:01:21.000","2023-04-20 12:10:17.000","2023-04-20 21:57:44.000","2023-04-20 22:00:40.000","2023-04-21 05:30:46.977"
"374","2023-04-20 00:00:00.000","2023-04-19 21:55:33.000","2023-04-20 11:44:32.000","2023-04-20 21:46:05.000","2023-04-20 21:51:12.000","2023-04-21 05:30:46.977"
"223","2023-04-20 00:00:00.000","2023-04-19 21:49:36.000","2023-04-20 14:12:52.000","2023-04-20 21:40:02.000","2023-04-20 21:48:58.000","2023-04-21 05:30:46.977"
"237","2023-04-20 00:00:00.000","2023-04-19 21:26:06.000","2023-04-20 12:44:00.000","2023-04-20 21:24:08.000","2023-04-20 21:43:27.000","2023-04-21 05:30:46.977"
